exp_id,mode,pillar,seed,model_id,prompt_id,collapse_run,collapse_reason,core_collapse_run,core_collapse_reason,budget_exhausted,collapse_core,collapse_core_reason,stop_aux,stop_aux_reason,intervene_bin,n_tokens_total,n_interventions,intervene_density,H_pre,runtime_sec,extra_tokens_due_to_intervention
vNEXT-0.1,baseline,META,3,gpt2,3,1,REP,1,REP,0,1,REP,0,NONE,0,119,0,0.0,,5.392196178436279,0.0
vNEXT-0.1,baseline,META,4,gpt2,4,1,REP,1,REP,0,1,REP,0,NONE,0,109,0,0.0,,4.289468765258789,0.0
vNEXT-0.1,baseline,META,5,gpt2,5,1,REP,1,REP,0,1,REP,0,NONE,0,245,0,0.0,,14.700001239776611,0.0
vNEXT-0.1,baseline,META,6,gpt2,6,1,REP,1,REP,0,1,REP,0,NONE,0,93,0,0.0,,3.583739757537842,0.0
vNEXT-0.1,baseline,META,7,gpt2,7,0,NONE,0,NONE,0,0,NONE,0,NONE,0,524,0,0.0,,49.4748740196228,0.0
vNEXT-0.1,baseline,META,8,gpt2,8,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,48,0,0.0,,1.2659070491790771,0.0
vNEXT-0.1,baseline,META,9,gpt2,9,1,REP,1,REP,0,1,REP,0,NONE,0,156,0,0.0,,7.234189987182617,0.0
vNEXT-0.1,baseline,META,10,gpt2,10,1,REP,1,REP,0,1,REP,0,NONE,0,89,0,0.0,,3.1373910903930664,0.0
vNEXT-0.1,baseline,META,11,gpt2,11,1,REP,1,REP,0,1,REP,0,NONE,0,143,0,0.0,,6.17497181892395,0.0
vNEXT-0.1,baseline,META,12,gpt2,12,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,17,0,0.0,,0.09803509712219238,0.0
vNEXT-0.1,baseline,META,13,gpt2,13,1,REP,1,REP,0,1,REP,0,NONE,0,153,0,0.0,,6.969784259796143,0.0
vNEXT-0.1,baseline,META,14,gpt2,14,1,REP,1,REP,0,1,REP,0,NONE,0,78,0,0.0,,2.7699320316314697,0.0
vNEXT-0.1,baseline,META,15,gpt2,15,0,NONE,0,NONE,0,0,NONE,0,NONE,0,123,0,0.0,,5.294013261795044,0.0
vNEXT-0.1,baseline,META,16,gpt2,16,1,REP,1,REP,0,1,REP,0,NONE,0,136,0,0.0,,6.030781269073486,0.0
vNEXT-0.1,baseline,META,17,gpt2,17,1,REP,1,REP,0,1,REP,0,NONE,0,97,0,0.0,,3.8440921306610107,0.0
vNEXT-0.1,baseline,META,18,gpt2,18,1,REP,1,REP,0,1,REP,0,NONE,0,72,0,0.0,,2.6350529193878174,0.0
vNEXT-0.1,baseline,META,19,gpt2,19,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,50,0,0.0,,1.4401500225067139,0.0
vNEXT-0.1,baseline,META,20,gpt2,20,1,REP,1,REP,0,1,REP,0,NONE,0,380,0,0.0,,28.47534489631653,0.0
